Selection	View	Channel	Begin Time (s)	End Time (s)	Begin Path
31	Spectrogram 1	1	11.867648	11.959808	ch1-2018-11-20_10-26-36_0000010.wav
32	Spectrogram 1	1	12.417536	12.463616	ch1-2018-11-20_10-26-36_0000010.wav
33	Spectrogram 1	1	12.52352	12.53376	ch1-2018-11-20_10-26-36_0000010.wav
34	Spectrogram 1	1	12.65408	12.665344	ch1-2018-11-20_10-26-36_0000010.wav
35	Spectrogram 1	1	12.669952	12.683776	ch1-2018-11-20_10-26-36_0000010.wav
36	Spectrogram 1	1	13.051392	13.208576	ch1-2018-11-20_10-26-36_0000010.wav
37	Spectrogram 1	1	13.703168	13.759488	ch1-2018-11-20_10-26-36_0000010.wav
38	Spectrogram 1	1	13.835776	13.858816	ch1-2018-11-20_10-26-36_0000010.wav
39	Spectrogram 1	1	14.269952	14.372352	ch1-2018-11-20_10-26-36_0000010.wav
40	Spectrogram 1	1	15.135232	15.156224	ch1-2018-11-20_10-26-36_0000010.wav
41	Spectrogram 1	1	15.1808	15.204864	ch1-2018-11-20_10-26-36_0000010.wav
42	Spectrogram 1	1	15.440384	15.49568	ch1-2018-11-20_10-26-36_0000010.wav
43	Spectrogram 1	1	15.574528	15.589376	ch1-2018-11-20_10-26-36_0000010.wav
44	Spectrogram 1	1	16.36864	16.403968	ch1-2018-11-20_10-26-36_0000010.wav
45	Spectrogram 1	1	16.51968	16.52992	ch1-2018-11-20_10-26-36_0000010.wav
46	Spectrogram 1	1	16.593408	16.603136	ch1-2018-11-20_10-26-36_0000010.wav
47	Spectrogram 1	1	16.88576	16.929792	ch1-2018-11-20_10-26-36_0000010.wav
48	Spectrogram 1	1	17.879552	17.89184	ch1-2018-11-20_10-26-36_0000010.wav
49	Spectrogram 1	1	18.166272	18.208768	ch1-2018-11-20_10-26-36_0000010.wav
50	Spectrogram 1	1	18.21696	18.236416	ch1-2018-11-20_10-26-36_0000010.wav
51	Spectrogram 1	1	18.360832	18.3808	ch1-2018-11-20_10-26-36_0000010.wav
52	Spectrogram 1	1	18.51648	18.548224	ch1-2018-11-20_10-26-36_0000010.wav
53	Spectrogram 1	1	18.551808	18.579968	ch1-2018-11-20_10-26-36_0000010.wav
54	Spectrogram 1	1	18.61888	18.640384	ch1-2018-11-20_10-26-36_0000010.wav
55	Spectrogram 1	1	18.675712	18.832384	ch1-2018-11-20_10-26-36_0000010.wav
56	Spectrogram 1	1	18.843136	18.857472	ch1-2018-11-20_10-26-36_0000010.wav
57	Spectrogram 1	1	18.998784	19.029504	ch1-2018-11-20_10-26-36_0000010.wav
58	Spectrogram 1	1	19.0336	19.04896	ch1-2018-11-20_10-26-36_0000010.wav
59	Spectrogram 1	1	20.08064	20.107264	ch1-2018-11-20_10-26-36_0000010.wav
60	Spectrogram 1	1	20.112384	20.14464	ch1-2018-11-20_10-26-36_0000010.wav
61	Spectrogram 1	1	20.230656	20.246528	ch1-2018-11-20_10-26-36_0000010.wav
62	Spectrogram 1	1	20.261376	20.294656	ch1-2018-11-20_10-26-36_0000010.wav
63	Spectrogram 1	1	20.3008	20.368896	ch1-2018-11-20_10-26-36_0000010.wav
64	Spectrogram 1	1	20.373504	20.395008	ch1-2018-11-20_10-26-36_0000010.wav
65	Spectrogram 1	1	20.4288	20.495872	ch1-2018-11-20_10-26-36_0000010.wav
66	Spectrogram 1	1	20.562432	20.57472	ch1-2018-11-20_10-26-36_0000010.wav
67	Spectrogram 1	1	20.593664	20.610048	ch1-2018-11-20_10-26-36_0000010.wav
68	Spectrogram 1	1	20.621824	20.637184	ch1-2018-11-20_10-26-36_0000010.wav
69	Spectrogram 1	1	20.957184	20.971008	ch1-2018-11-20_10-26-36_0000010.wav
70	Spectrogram 1	1	20.994048	21.005312	ch1-2018-11-20_10-26-36_0000010.wav
71	Spectrogram 1	1	22.915584	22.925824	ch1-2018-11-20_10-26-36_0000010.wav
72	Spectrogram 1	1	23.001088	23.011328	ch1-2018-11-20_10-26-36_0000010.wav
73	Spectrogram 1	1	23.090176	23.099904	ch1-2018-11-20_10-26-36_0000010.wav
74	Spectrogram 1	1	23.115776	23.125504	ch1-2018-11-20_10-26-36_0000010.wav
75	Spectrogram 1	1	23.129088	23.1424	ch1-2018-11-20_10-26-36_0000010.wav
76	Spectrogram 1	1	23.174656	23.229952	ch1-2018-11-20_10-26-36_0000010.wav
77	Spectrogram 1	1	24.740864	24.759296	ch1-2018-11-20_10-26-36_0000010.wav
78	Spectrogram 1	1	25.338368	25.371648	ch1-2018-11-20_10-26-36_0000010.wav
79	Spectrogram 1	1	25.7152	25.741312	ch1-2018-11-20_10-26-36_0000010.wav
80	Spectrogram 1	1	25.837568	25.847808	ch1-2018-11-20_10-26-36_0000010.wav
81	Spectrogram 1	1	25.854464	25.917952	ch1-2018-11-20_10-26-36_0000010.wav
82	Spectrogram 1	1	26.481152	26.504704	ch1-2018-11-20_10-26-36_0000010.wav
83	Spectrogram 1	1	26.659328	26.690048	ch1-2018-11-20_10-26-36_0000010.wav
84	Spectrogram 1	1	26.745856	26.761728	ch1-2018-11-20_10-26-36_0000010.wav
85	Spectrogram 1	1	27.18464	27.215872	ch1-2018-11-20_10-26-36_0000010.wav
86	Spectrogram 1	1	27.336192	27.353088	ch1-2018-11-20_10-26-36_0000010.wav
87	Spectrogram 1	1	27.494912	27.52	ch1-2018-11-20_10-26-36_0000010.wav
88	Spectrogram 1	1	27.534336	27.559424	ch1-2018-11-20_10-26-36_0000010.wav
89	Spectrogram 1	1	27.948032	28.000256	ch1-2018-11-20_10-26-36_0000010.wav
90	Spectrogram 1	1	28.137472	28.151296	ch1-2018-11-20_10-26-36_0000010.wav
91	Spectrogram 1	1	28.767232	28.809728	ch1-2018-11-20_10-26-36_0000010.wav
92	Spectrogram 1	1	29.034496	29.045248	ch1-2018-11-20_10-26-36_0000010.wav
93	Spectrogram 1	1	29.464576	29.525504	ch1-2018-11-20_10-26-36_0000010.wav
94	Spectrogram 1	1	30.326272	30.33856	ch1-2018-11-20_10-26-36_0000010.wav
95	Spectrogram 1	1	30.644224	30.662144	ch1-2018-11-20_10-26-36_0000010.wav
96	Spectrogram 1	1	30.67136	30.710272	ch1-2018-11-20_10-26-36_0000010.wav
97	Spectrogram 1	1	30.906368	30.963712	ch1-2018-11-20_10-26-36_0000010.wav
98	Spectrogram 1	1	31.19872	31.210496	ch1-2018-11-20_10-26-36_0000010.wav
99	Spectrogram 1	1	31.425536	31.450112	ch1-2018-11-20_10-26-36_0000010.wav
100	Spectrogram 1	1	31.829504	31.8464	ch1-2018-11-20_10-26-36_0000010.wav
101	Spectrogram 1	1	32.012288	32.043008	ch1-2018-11-20_10-26-36_0000010.wav
102	Spectrogram 1	1	32.899584	32.909312	ch1-2018-11-20_10-26-36_0000010.wav
103	Spectrogram 1	1	33.404416	33.418752	ch1-2018-11-20_10-26-36_0000010.wav
104	Spectrogram 1	1	33.450496	33.46176	ch1-2018-11-20_10-26-36_0000010.wav
105	Spectrogram 1	1	33.702912	33.732608	ch1-2018-11-20_10-26-36_0000010.wav
106	Spectrogram 1	1	34.377728	34.40128	ch1-2018-11-20_10-26-36_0000010.wav
107	Spectrogram 1	1	34.74688	34.806272	ch1-2018-11-20_10-26-36_0000010.wav
108	Spectrogram 1	1	35.036672	35.047424	ch1-2018-11-20_10-26-36_0000010.wav
109	Spectrogram 1	1	36.940288	36.973056	ch1-2018-11-20_10-26-36_0000010.wav
110	Spectrogram 1	1	37.67552	37.721088	ch1-2018-11-20_10-26-36_0000010.wav
111	Spectrogram 1	1	37.753344	37.77536	ch1-2018-11-20_10-26-36_0000010.wav
112	Spectrogram 1	1	37.778944	37.801984	ch1-2018-11-20_10-26-36_0000010.wav
113	Spectrogram 1	1	37.998592	38.011392	ch1-2018-11-20_10-26-36_0000010.wav
114	Spectrogram 1	1	38.304256	38.38464	ch1-2018-11-20_10-26-36_0000010.wav
115	Spectrogram 1	1	38.662656	38.763008	ch1-2018-11-20_10-26-36_0000010.wav
116	Spectrogram 1	1	39.148544	39.217152	ch1-2018-11-20_10-26-36_0000010.wav
117	Spectrogram 1	1	39.232	39.249408	ch1-2018-11-20_10-26-36_0000010.wav
118	Spectrogram 1	1	39.45472	39.550464	ch1-2018-11-20_10-26-36_0000010.wav
119	Spectrogram 1	1	39.907328	39.919104	ch1-2018-11-20_10-26-36_0000010.wav
120	Spectrogram 1	1	39.923712	39.937024	ch1-2018-11-20_10-26-36_0000010.wav
121	Spectrogram 1	1	39.973376	39.985152	ch1-2018-11-20_10-26-36_0000010.wav
122	Spectrogram 1	1	40.346112	40.38656	ch1-2018-11-20_10-26-36_0000010.wav
123	Spectrogram 1	1	40.519168	40.558592	ch1-2018-11-20_10-26-36_0000010.wav
124	Spectrogram 1	1	40.662016	40.694784	ch1-2018-11-20_10-26-36_0000010.wav
125	Spectrogram 1	1	40.825344	40.881152	ch1-2018-11-20_10-26-36_0000010.wav
126	Spectrogram 1	1	41.354752	41.367552	ch1-2018-11-20_10-26-36_0000010.wav
127	Spectrogram 1	1	41.399808	41.435136	ch1-2018-11-20_10-26-36_0000010.wav
128	Spectrogram 1	1	41.926144	41.947136	ch1-2018-11-20_10-26-36_0000010.wav
129	Spectrogram 1	1	42.113024	42.142208	ch1-2018-11-20_10-26-36_0000010.wav
130	Spectrogram 1	1	42.16832	42.238464	ch1-2018-11-20_10-26-36_0000010.wav
131	Spectrogram 1	1	42.753024	42.830848	ch1-2018-11-20_10-26-36_0000010.wav
132	Spectrogram 1	1	42.952192	42.99008	ch1-2018-11-20_10-26-36_0000010.wav
133	Spectrogram 1	1	43.259904	43.296256	ch1-2018-11-20_10-26-36_0000010.wav
134	Spectrogram 1	1	43.431936	43.492352	ch1-2018-11-20_10-26-36_0000010.wav
135	Spectrogram 1	1	43.633664	43.67104	ch1-2018-11-20_10-26-36_0000010.wav
136	Spectrogram 1	1	43.674624	43.772928	ch1-2018-11-20_10-26-36_0000010.wav
137	Spectrogram 1	1	43.899904	43.940864	ch1-2018-11-20_10-26-36_0000010.wav
138	Spectrogram 1	1	44.022272	44.06016	ch1-2018-11-20_10-26-36_0000010.wav
139	Spectrogram 1	1	44.888576	44.901376	ch1-2018-11-20_10-26-36_0000010.wav
140	Spectrogram 1	1	44.9792	45.000704	ch1-2018-11-20_10-26-36_0000010.wav
141	Spectrogram 1	1	45.078016	45.098496	ch1-2018-11-20_10-26-36_0000010.wav
142	Spectrogram 1	1	45.364736	45.374464	ch1-2018-11-20_10-26-36_0000010.wav
143	Spectrogram 1	1	45.439488	45.539328	ch1-2018-11-20_10-26-36_0000010.wav
144	Spectrogram 1	1	45.549568	45.576192	ch1-2018-11-20_10-26-36_0000010.wav
145	Spectrogram 1	1	45.64736	45.715456	ch1-2018-11-20_10-26-36_0000010.wav
146	Spectrogram 1	1	45.746688	45.759488	ch1-2018-11-20_10-26-36_0000010.wav
147	Spectrogram 1	1	45.94432	45.978112	ch1-2018-11-20_10-26-36_0000010.wav
148	Spectrogram 1	1	46.146048	46.180864	ch1-2018-11-20_10-26-36_0000010.wav
149	Spectrogram 1	1	46.199808	46.228992	ch1-2018-11-20_10-26-36_0000010.wav
150	Spectrogram 1	1	46.236672	46.30016	ch1-2018-11-20_10-26-36_0000010.wav
151	Spectrogram 1	1	46.349824	46.360064	ch1-2018-11-20_10-26-36_0000010.wav
152	Spectrogram 1	1	46.363648	46.400512	ch1-2018-11-20_10-26-36_0000010.wav
153	Spectrogram 1	1	46.404608	46.418432	ch1-2018-11-20_10-26-36_0000010.wav
154	Spectrogram 1	1	46.422016	46.437888	ch1-2018-11-20_10-26-36_0000010.wav
155	Spectrogram 1	1	46.464512	46.480384	ch1-2018-11-20_10-26-36_0000010.wav
156	Spectrogram 1	1	46.492672	46.502912	ch1-2018-11-20_10-26-36_0000010.wav
157	Spectrogram 1	1	46.516224	46.537216	ch1-2018-11-20_10-26-36_0000010.wav
158	Spectrogram 1	1	46.55616	46.583808	ch1-2018-11-20_10-26-36_0000010.wav
159	Spectrogram 1	1	46.588928	46.6048	ch1-2018-11-20_10-26-36_0000010.wav
160	Spectrogram 1	1	46.95296	46.994944	ch1-2018-11-20_10-26-36_0000010.wav
161	Spectrogram 1	1	46.998528	47.017472	ch1-2018-11-20_10-26-36_0000010.wav
162	Spectrogram 1	1	47.021056	47.070208	ch1-2018-11-20_10-26-36_0000010.wav
163	Spectrogram 1	1	47.073792	47.0912	ch1-2018-11-20_10-26-36_0000010.wav
164	Spectrogram 1	1	47.160832	47.17056	ch1-2018-11-20_10-26-36_0000010.wav
165	Spectrogram 1	1	47.20384	47.24992	ch1-2018-11-20_10-26-36_0000010.wav
166	Spectrogram 1	1	47.287808	47.319552	ch1-2018-11-20_10-26-36_0000010.wav
167	Spectrogram 1	1	47.323648	47.369216	ch1-2018-11-20_10-26-36_0000010.wav
168	Spectrogram 1	1	47.492096	47.507456	ch1-2018-11-20_10-26-36_0000010.wav
169	Spectrogram 1	1	47.526912	47.547904	ch1-2018-11-20_10-26-36_0000010.wav
170	Spectrogram 1	1	47.802368	47.831552	ch1-2018-11-20_10-26-36_0000010.wav
171	Spectrogram 1	1	49.409024	49.426944	ch1-2018-11-20_10-26-36_0000010.wav
172	Spectrogram 1	1	49.521664	49.539584	ch1-2018-11-20_10-26-36_0000010.wav
173	Spectrogram 1	1	51.065344	51.099648	ch1-2018-11-20_10-26-36_0000010.wav
174	Spectrogram 1	1	51.829248	51.87328	ch1-2018-11-20_10-26-36_0000010.wav
175	Spectrogram 1	1	51.972096	51.995136	ch1-2018-11-20_10-26-36_0000010.wav
176	Spectrogram 1	1	52.002816	52.054016	ch1-2018-11-20_10-26-36_0000010.wav
177	Spectrogram 1	1	52.9152	52.924928	ch1-2018-11-20_10-26-36_0000010.wav
178	Spectrogram 1	1	53.544448	53.57568	ch1-2018-11-20_10-26-36_0000010.wav
179	Spectrogram 1	1	53.581312	53.635584	ch1-2018-11-20_10-26-36_0000010.wav
180	Spectrogram 1	1	54.420992	54.44352	ch1-2018-11-20_10-26-36_0000010.wav
181	Spectrogram 1	1	54.448128	54.494208	ch1-2018-11-20_10-26-36_0000010.wav
182	Spectrogram 1	1	54.625792	54.646784	ch1-2018-11-20_10-26-36_0000010.wav
183	Spectrogram 1	1	55.328768	55.357952	ch1-2018-11-20_10-26-36_0000010.wav
184	Spectrogram 1	1	55.940608	55.961088	ch1-2018-11-20_10-26-36_0000010.wav
185	Spectrogram 1	1	56.1664	56.208384	ch1-2018-11-20_10-26-36_0000010.wav
186	Spectrogram 1	1	56.385024	56.420864	ch1-2018-11-20_10-26-36_0000010.wav
187	Spectrogram 1	1	56.979456	57.016832	ch1-2018-11-20_10-26-36_0000010.wav
188	Spectrogram 1	1	57.79456	57.860608	ch1-2018-11-20_10-26-36_0000010.wav
189	Spectrogram 1	1	58.50112	58.590208	ch1-2018-11-20_10-26-36_0000010.wav
190	Spectrogram 1	1	59.266048	59.328	ch1-2018-11-20_10-26-36_0000010.wav
191	Spectrogram 1	1	59.341824	59.354112	ch1-2018-11-20_10-26-36_0000010.wav
192	Spectrogram 1	1	59.854848	59.869184	ch1-2018-11-20_10-26-36_0000010.wav
193	Spectrogram 1	1	61.58592	61.617152	ch1-2018-11-20_10-26-36_0000010.wav
194	Spectrogram 1	1	61.696	61.73952	ch1-2018-11-20_10-26-36_0000010.wav
195	Spectrogram 1	1	62.279168	62.317056	ch1-2018-11-20_10-26-36_0000010.wav
196	Spectrogram 1	1	62.332928	62.34368	ch1-2018-11-20_10-26-36_0000010.wav
197	Spectrogram 1	1	62.464	62.476288	ch1-2018-11-20_10-26-36_0000010.wav
198	Spectrogram 1	1	62.63808	62.665728	ch1-2018-11-20_10-26-36_0000010.wav
199	Spectrogram 1	1	62.669824	62.679552	ch1-2018-11-20_10-26-36_0000010.wav
200	Spectrogram 1	1	63.863296	63.922688	ch1-2018-11-20_10-26-36_0000010.wav
201	Spectrogram 1	1	64.660992	64.713216	ch1-2018-11-20_10-26-36_0000010.wav
202	Spectrogram 1	1	64.759296	64.77056	ch1-2018-11-20_10-26-36_0000010.wav
203	Spectrogram 1	1	64.777216	64.799232	ch1-2018-11-20_10-26-36_0000010.wav
204	Spectrogram 1	1	64.83968	64.85248	ch1-2018-11-20_10-26-36_0000010.wav
205	Spectrogram 1	1	65.137664	65.153024	ch1-2018-11-20_10-26-36_0000010.wav
206	Spectrogram 1	1	65.16992	65.187328	ch1-2018-11-20_10-26-36_0000010.wav
207	Spectrogram 1	1	65.352704	65.443328	ch1-2018-11-20_10-26-36_0000010.wav
208	Spectrogram 1	1	65.449472	65.460224	ch1-2018-11-20_10-26-36_0000010.wav
209	Spectrogram 1	1	65.64096	65.670144	ch1-2018-11-20_10-26-36_0000010.wav
210	Spectrogram 1	1	65.680896	65.702912	ch1-2018-11-20_10-26-36_0000010.wav
211	Spectrogram 1	1	66.2272	66.26816	ch1-2018-11-20_10-26-36_0000010.wav
212	Spectrogram 1	1	66.287616	66.312704	ch1-2018-11-20_10-26-36_0000010.wav
213	Spectrogram 1	1	66.64448	66.654208	ch1-2018-11-20_10-26-36_0000010.wav
214	Spectrogram 1	1	66.861568	66.90304	ch1-2018-11-20_10-26-36_0000010.wav
215	Spectrogram 1	1	67.512832	67.5328	ch1-2018-11-20_10-26-36_0000010.wav
216	Spectrogram 1	1	67.874304	67.884032	ch1-2018-11-20_10-26-36_0000010.wav
217	Spectrogram 1	1	67.919872	67.93984	ch1-2018-11-20_10-26-36_0000010.wav
218	Spectrogram 1	1	67.95008	67.962368	ch1-2018-11-20_10-26-36_0000010.wav
219	Spectrogram 1	1	68.627968	68.6848	ch1-2018-11-20_10-26-36_0000010.wav
220	Spectrogram 1	1	69.004288	69.016064	ch1-2018-11-20_10-26-36_0000010.wav
221	Spectrogram 1	1	69.203456	69.259776	ch1-2018-11-20_10-26-36_0000010.wav
222	Spectrogram 1	1	69.445632	69.459968	ch1-2018-11-20_10-26-36_0000010.wav
223	Spectrogram 1	1	69.935616	69.948416	ch1-2018-11-20_10-26-36_0000010.wav
224	Spectrogram 1	1	70.19008	70.20544	ch1-2018-11-20_10-26-36_0000010.wav
225	Spectrogram 1	1	70.285824	70.296064	ch1-2018-11-20_10-26-36_0000010.wav
226	Spectrogram 1	1	70.312448	70.32576	ch1-2018-11-20_10-26-36_0000010.wav
227	Spectrogram 1	1	70.606848	70.656512	ch1-2018-11-20_10-26-36_0000010.wav
228	Spectrogram 1	1	70.750208	70.797824	ch1-2018-11-20_10-26-36_0000010.wav
229	Spectrogram 1	1	71.177728	71.20896	ch1-2018-11-20_10-26-36_0000010.wav
230	Spectrogram 1	1	71.792128	71.854592	ch1-2018-11-20_10-26-36_0000010.wav
231	Spectrogram 1	1	71.940096	71.967232	ch1-2018-11-20_10-26-36_0000010.wav
232	Spectrogram 1	1	72.739328	72.751616	ch1-2018-11-20_10-26-36_0000010.wav
233	Spectrogram 1	1	73.040384	73.051136	ch1-2018-11-20_10-26-36_0000010.wav
234	Spectrogram 1	1	73.284608	73.299968	ch1-2018-11-20_10-26-36_0000010.wav
235	Spectrogram 1	1	73.312256	73.343488	ch1-2018-11-20_10-26-36_0000010.wav
236	Spectrogram 1	1	73.517568	73.547264	ch1-2018-11-20_10-26-36_0000010.wav
237	Spectrogram 1	1	74.134016	74.152448	ch1-2018-11-20_10-26-36_0000010.wav
238	Spectrogram 1	1	74.299392	74.317312	ch1-2018-11-20_10-26-36_0000010.wav
239	Spectrogram 1	1	76.871168	76.890112	ch1-2018-11-20_10-26-36_0000010.wav
240	Spectrogram 1	1	77.377536	77.39648	ch1-2018-11-20_10-26-36_0000010.wav
241	Spectrogram 1	1	79.26272	79.287296	ch1-2018-11-20_10-26-36_0000010.wav
242	Spectrogram 1	1	81.664512	81.695232	ch1-2018-11-20_10-26-36_0000010.wav
243	Spectrogram 1	1	82.287104	82.318336	ch1-2018-11-20_10-26-36_0000010.wav
244	Spectrogram 1	1	83.200512	83.276288	ch1-2018-11-20_10-26-36_0000010.wav
245	Spectrogram 1	1	83.949056	83.981824	ch1-2018-11-20_10-26-36_0000010.wav
246	Spectrogram 1	1	84.725248	84.744704	ch1-2018-11-20_10-26-36_0000010.wav
247	Spectrogram 1	1	84.774912	84.795904	ch1-2018-11-20_10-26-36_0000010.wav
248	Spectrogram 1	1	85.713408	85.750784	ch1-2018-11-20_10-26-36_0000010.wav
249	Spectrogram 1	1	86.142464	86.217728	ch1-2018-11-20_10-26-36_0000010.wav
250	Spectrogram 1	1	86.48192	86.511104	ch1-2018-11-20_10-26-36_0000010.wav
251	Spectrogram 1	1	87.201792	87.218176	ch1-2018-11-20_10-26-36_0000010.wav
252	Spectrogram 1	1	87.244288	87.255552	ch1-2018-11-20_10-26-36_0000010.wav
253	Spectrogram 1	1	87.268864	87.279104	ch1-2018-11-20_10-26-36_0000010.wav
254	Spectrogram 1	1	87.286272	87.303168	ch1-2018-11-20_10-26-36_0000010.wav
255	Spectrogram 1	1	87.307776	87.3216	ch1-2018-11-20_10-26-36_0000010.wav
256	Spectrogram 1	1	87.992832	88.011264	ch1-2018-11-20_10-26-36_0000010.wav
257	Spectrogram 1	1	88.38912	88.402432	ch1-2018-11-20_10-26-36_0000010.wav
258	Spectrogram 1	1	88.691712	88.724992	ch1-2018-11-20_10-26-36_0000010.wav
259	Spectrogram 1	1	88.77568	88.794624	ch1-2018-11-20_10-26-36_0000010.wav
260	Spectrogram 1	1	88.799744	88.809472	ch1-2018-11-20_10-26-36_0000010.wav
261	Spectrogram 1	1	89.294848	89.30816	ch1-2018-11-20_10-26-36_0000010.wav
262	Spectrogram 1	1	89.33888	89.37472	ch1-2018-11-20_10-26-36_0000010.wav
263	Spectrogram 1	1	89.404928	89.417728	ch1-2018-11-20_10-26-36_0000010.wav
264	Spectrogram 1	1	89.509376	89.519616	ch1-2018-11-20_10-26-36_0000010.wav
265	Spectrogram 1	1	89.560576	89.572864	ch1-2018-11-20_10-26-36_0000010.wav
266	Spectrogram 1	1	89.8176	89.828352	ch1-2018-11-20_10-26-36_0000010.wav
267	Spectrogram 1	1	89.83552	89.847296	ch1-2018-11-20_10-26-36_0000010.wav
268	Spectrogram 1	1	89.872384	89.882112	ch1-2018-11-20_10-26-36_0000010.wav
269	Spectrogram 1	1	90.315776	90.362368	ch1-2018-11-20_10-26-36_0000010.wav
270	Spectrogram 1	1	90.765312	90.778112	ch1-2018-11-20_10-26-36_0000010.wav
271	Spectrogram 1	1	90.993664	91.040256	ch1-2018-11-20_10-26-36_0000010.wav
272	Spectrogram 1	1	91.13856	91.148288	ch1-2018-11-20_10-26-36_0000010.wav
273	Spectrogram 1	1	91.36384	91.428352	ch1-2018-11-20_10-26-36_0000010.wav
274	Spectrogram 1	1	91.677696	91.687424	ch1-2018-11-20_10-26-36_0000010.wav
275	Spectrogram 1	1	91.797504	91.808768	ch1-2018-11-20_10-26-36_0000010.wav
276	Spectrogram 1	1	91.88096	91.897344	ch1-2018-11-20_10-26-36_0000010.wav
277	Spectrogram 1	1	92.197376	92.248576	ch1-2018-11-20_10-26-36_0000010.wav
278	Spectrogram 1	1	92.352	92.384256	ch1-2018-11-20_10-26-36_0000010.wav
279	Spectrogram 1	1	92.514816	92.548096	ch1-2018-11-20_10-26-36_0000010.wav
280	Spectrogram 1	1	92.708352	92.721152	ch1-2018-11-20_10-26-36_0000010.wav
281	Spectrogram 1	1	92.95872	92.98944	ch1-2018-11-20_10-26-36_0000010.wav
282	Spectrogram 1	1	93.340672	93.357568	ch1-2018-11-20_10-26-36_0000010.wav
283	Spectrogram 1	1	93.474816	93.542912	ch1-2018-11-20_10-26-36_0000010.wav
284	Spectrogram 1	1	93.929472	93.981184	ch1-2018-11-20_10-26-36_0000010.wav
285	Spectrogram 1	1	94.29248	94.302208	ch1-2018-11-20_10-26-36_0000010.wav
286	Spectrogram 1	1	94.368768	94.419968	ch1-2018-11-20_10-26-36_0000010.wav
287	Spectrogram 1	1	94.487552	94.500864	ch1-2018-11-20_10-26-36_0000010.wav
288	Spectrogram 1	1	94.532608	94.551552	ch1-2018-11-20_10-26-36_0000010.wav
289	Spectrogram 1	1	94.628352	94.644736	ch1-2018-11-20_10-26-36_0000010.wav
290	Spectrogram 1	1	94.794752	94.84544	ch1-2018-11-20_10-26-36_0000010.wav
291	Spectrogram 1	1	94.949888	94.9632	ch1-2018-11-20_10-26-36_0000010.wav
292	Spectrogram 1	1	95.100928	95.149568	ch1-2018-11-20_10-26-36_0000010.wav
293	Spectrogram 1	1	95.197696	95.20896	ch1-2018-11-20_10-26-36_0000010.wav
294	Spectrogram 1	1	95.542272	95.55456	ch1-2018-11-20_10-26-36_0000010.wav
295	Spectrogram 1	1	95.90016	95.964672	ch1-2018-11-20_10-26-36_0000010.wav
296	Spectrogram 1	1	96.08448	96.095744	ch1-2018-11-20_10-26-36_0000010.wav
