Selection	View	Channel	Begin Time (s)	End Time (s)	Begin Path
183	Spectrogram 1	1	85.710848	85.752832	ch1-2018-11-20_10-26-36_0000010.wav
184	Spectrogram 1	1	86.140928	86.223872	ch1-2018-11-20_10-26-36_0000010.wav
185	Spectrogram 1	1	86.473728	86.51264	ch1-2018-11-20_10-26-36_0000010.wav
186	Spectrogram 1	1	87.207424	87.2192	ch1-2018-11-20_10-26-36_0000010.wav
187	Spectrogram 1	1	88.68864	88.810496	ch1-2018-11-20_10-26-36_0000010.wav
188	Spectrogram 1	1	89.334272	89.374208	ch1-2018-11-20_10-26-36_0000010.wav
189	Spectrogram 1	1	89.773568	89.84576	ch1-2018-11-20_10-26-36_0000010.wav
190	Spectrogram 1	1	90.313216	90.364928	ch1-2018-11-20_10-26-36_0000010.wav
191	Spectrogram 1	1	90.990592	91.05408	ch1-2018-11-20_10-26-36_0000010.wav
192	Spectrogram 1	1	91.361792	91.428864	ch1-2018-11-20_10-26-36_0000010.wav
193	Spectrogram 1	1	92.194816	92.241408	ch1-2018-11-20_10-26-36_0000010.wav
194	Spectrogram 1	1	92.34944	92.384768	ch1-2018-11-20_10-26-36_0000010.wav
195	Spectrogram 1	1	92.953088	92.986368	ch1-2018-11-20_10-26-36_0000010.wav
196	Spectrogram 1	1	93.3376	93.36064	ch1-2018-11-20_10-26-36_0000010.wav
197	Spectrogram 1	1	93.472256	93.540864	ch1-2018-11-20_10-26-36_0000010.wav
198	Spectrogram 1	1	93.926912	93.981184	ch1-2018-11-20_10-26-36_0000010.wav
199	Spectrogram 1	1	94.365696	94.419968	ch1-2018-11-20_10-26-36_0000010.wav
200	Spectrogram 1	1	94.791168	94.844928	ch1-2018-11-20_10-26-36_0000010.wav
201	Spectrogram 1	1	94.951936	94.963712	ch1-2018-11-20_10-26-36_0000010.wav
202	Spectrogram 1	1	95.096832	95.149056	ch1-2018-11-20_10-26-36_0000010.wav
203	Spectrogram 1	1	95.899136	95.965184	ch1-2018-11-20_10-26-36_0000010.wav
204	Spectrogram 1	1	96.081408	96.095744	ch1-2018-11-20_10-26-36_0000010.wav
205	Spectrogram 1	1	96.55296	96.687104	ch1-2018-11-20_10-26-36_0000010.wav
206	Spectrogram 1	1	96.711168	96.723456	ch1-2018-11-20_10-26-36_0000010.wav
207	Spectrogram 1	1	97.13152	97.302016	ch1-2018-11-20_10-26-36_0000010.wav
208	Spectrogram 1	1	97.4592	97.489408	ch1-2018-11-20_10-26-36_0000010.wav
209	Spectrogram 1	1	97.638912	97.711616	ch1-2018-11-20_10-26-36_0000010.wav
210	Spectrogram 1	1	97.760768	97.8048	ch1-2018-11-20_10-26-36_0000010.wav
211	Spectrogram 1	1	98.153984	98.214912	ch1-2018-11-20_10-26-36_0000010.wav
212	Spectrogram 1	1	98.550784	98.587648	ch1-2018-11-20_10-26-36_0000010.wav
213	Spectrogram 1	1	98.658816	98.678784	ch1-2018-11-20_10-26-36_0000010.wav
214	Spectrogram 1	1	98.811392	98.860032	ch1-2018-11-20_10-26-36_0000010.wav
215	Spectrogram 1	1	99.004928	99.08736	ch1-2018-11-20_10-26-36_0000010.wav
216	Spectrogram 1	1	99.19744	99.274752	ch1-2018-11-20_10-26-36_0000010.wav
217	Spectrogram 1	1	99.343872	99.3536	ch1-2018-11-20_10-26-36_0000010.wav
218	Spectrogram 1	1	99.505664	99.538432	ch1-2018-11-20_10-26-36_0000010.wav
219	Spectrogram 1	1	99.674624	99.709952	ch1-2018-11-20_10-26-36_0000010.wav
220	Spectrogram 1	1	100.075008	100.13184	ch1-2018-11-20_10-26-36_0000010.wav
221	Spectrogram 1	1	100.403712	100.441088	ch1-2018-11-20_10-26-36_0000010.wav
222	Spectrogram 1	1	100.713472	100.783616	ch1-2018-11-20_10-26-36_0000010.wav
223	Spectrogram 1	1	100.91776	100.953088	ch1-2018-11-20_10-26-36_0000010.wav
224	Spectrogram 1	1	101.446144	101.508608	ch1-2018-11-20_10-26-36_0000010.wav
225	Spectrogram 1	1	101.845504	101.873152	ch1-2018-11-20_10-26-36_0000010.wav
226	Spectrogram 1	1	101.968384	101.993472	ch1-2018-11-20_10-26-36_0000010.wav
227	Spectrogram 1	1	102.588928	102.62272	ch1-2018-11-20_10-26-36_0000010.wav
228	Spectrogram 1	1	102.849024	102.900736	ch1-2018-11-20_10-26-36_0000010.wav
229	Spectrogram 1	1	103.545344	103.602688	ch1-2018-11-20_10-26-36_0000010.wav
230	Spectrogram 1	1	103.741952	103.75168	ch1-2018-11-20_10-26-36_0000010.wav
231	Spectrogram 1	1	104.228352	104.253952	ch1-2018-11-20_10-26-36_0000010.wav
232	Spectrogram 1	1	104.328192	104.36608	ch1-2018-11-20_10-26-36_0000010.wav
233	Spectrogram 1	1	104.444928	104.49152	ch1-2018-11-20_10-26-36_0000010.wav
234	Spectrogram 1	1	104.561664	104.603648	ch1-2018-11-20_10-26-36_0000010.wav
235	Spectrogram 1	1	104.761856	104.791552	ch1-2018-11-20_10-26-36_0000010.wav
236	Spectrogram 1	1	104.874496	104.917504	ch1-2018-11-20_10-26-36_0000010.wav
237	Spectrogram 1	1	104.982528	105.024512	ch1-2018-11-20_10-26-36_0000010.wav
238	Spectrogram 1	1	105.3824	105.410048	ch1-2018-11-20_10-26-36_0000010.wav
239	Spectrogram 1	1	105.484288	105.503232	ch1-2018-11-20_10-26-36_0000010.wav
240	Spectrogram 1	1	105.58976	105.608704	ch1-2018-11-20_10-26-36_0000010.wav
241	Spectrogram 1	1	105.67936	105.71008	ch1-2018-11-20_10-26-36_0000010.wav
242	Spectrogram 1	1	105.932288	105.946112	ch1-2018-11-20_10-26-36_0000010.wav
243	Spectrogram 1	1	106.038272	106.074112	ch1-2018-11-20_10-26-36_0000010.wav
244	Spectrogram 1	1	106.14784	106.195456	ch1-2018-11-20_10-26-36_0000010.wav
245	Spectrogram 1	1	106.952192	107.012096	ch1-2018-11-20_10-26-36_0000010.wav
246	Spectrogram 1	1	107.26656	107.284992	ch1-2018-11-20_10-26-36_0000010.wav
247	Spectrogram 1	1	107.58912	107.618304	ch1-2018-11-20_10-26-36_0000010.wav
248	Spectrogram 1	1	107.849728	107.905024	ch1-2018-11-20_10-26-36_0000010.wav
249	Spectrogram 1	1	108.387328	108.416	ch1-2018-11-20_10-26-36_0000010.wav
250	Spectrogram 1	1	109.093376	109.191168	ch1-2018-11-20_10-26-36_0000010.wav
251	Spectrogram 1	1	109.379072	109.422592	ch1-2018-11-20_10-26-36_0000010.wav
252	Spectrogram 1	1	109.521408	109.598208	ch1-2018-11-20_10-26-36_0000010.wav
253	Spectrogram 1	1	110.453248	110.49728	ch1-2018-11-20_10-26-36_0000010.wav
254	Spectrogram 1	1	110.729216	110.788608	ch1-2018-11-20_10-26-36_0000010.wav
255	Spectrogram 1	1	110.868992	110.920704	ch1-2018-11-20_10-26-36_0000010.wav
256	Spectrogram 1	1	111.44192	111.489536	ch1-2018-11-20_10-26-36_0000010.wav
257	Spectrogram 1	1	111.586816	111.642112	ch1-2018-11-20_10-26-36_0000010.wav
258	Spectrogram 1	1	112.182272	112.23296	ch1-2018-11-20_10-26-36_0000010.wav
259	Spectrogram 1	1	112.276992	112.288256	ch1-2018-11-20_10-26-36_0000010.wav
260	Spectrogram 1	1	112.358912	112.380928	ch1-2018-11-20_10-26-36_0000010.wav
261	Spectrogram 1	1	112.94464	113.03424	ch1-2018-11-20_10-26-36_0000010.wav
262	Spectrogram 1	1	113.147392	113.203712	ch1-2018-11-20_10-26-36_0000010.wav
263	Spectrogram 1	1	113.792	113.8432	ch1-2018-11-20_10-26-36_0000010.wav
264	Spectrogram 1	1	114.374144	114.426368	ch1-2018-11-20_10-26-36_0000010.wav
265	Spectrogram 1	1	115.002368	115.072512	ch1-2018-11-20_10-26-36_0000010.wav
266	Spectrogram 1	1	115.472896	115.503616	ch1-2018-11-20_10-26-36_0000010.wav
267	Spectrogram 1	1	116.115456	116.15232	ch1-2018-11-20_10-26-36_0000010.wav
268	Spectrogram 1	1	116.918272	116.953088	ch1-2018-11-20_10-26-36_0000010.wav
269	Spectrogram 1	1	117.450752	117.6192	ch1-2018-11-20_10-26-36_0000010.wav
270	Spectrogram 1	1	118.578688	118.601216	ch1-2018-11-20_10-26-36_0000010.wav
271	Spectrogram 1	1	118.974976	119.0912	ch1-2018-11-20_10-26-36_0000010.wav
272	Spectrogram 1	1	119.546368	119.559168	ch1-2018-11-20_10-26-36_0000010.wav
273	Spectrogram 1	1	119.707136	119.745024	ch1-2018-11-20_10-26-36_0000010.wav
274	Spectrogram 1	1	119.927808	119.954944	ch1-2018-11-20_10-26-36_0000010.wav
