Selection	View	Channel	Begin Time (s)	End Time (s)	Begin Path
210	Spectrogram 1	1	73.86624	73.877504	ch1-2018-11-20_10-26-36_0000010.wav
211	Spectrogram 1	1	74.136064	74.152448	ch1-2018-11-20_10-26-36_0000010.wav
212	Spectrogram 1	1	76.86656	76.8896	ch1-2018-11-20_10-26-36_0000010.wav
213	Spectrogram 1	1	77.377536	77.399552	ch1-2018-11-20_10-26-36_0000010.wav
214	Spectrogram 1	1	79.26272	79.287296	ch1-2018-11-20_10-26-36_0000010.wav
215	Spectrogram 1	1	81.664512	81.695232	ch1-2018-11-20_10-26-36_0000010.wav
216	Spectrogram 1	1	82.287616	82.318848	ch1-2018-11-20_10-26-36_0000010.wav
217	Spectrogram 1	1	83.200512	83.263488	ch1-2018-11-20_10-26-36_0000010.wav
218	Spectrogram 1	1	83.94752	83.981312	ch1-2018-11-20_10-26-36_0000010.wav
219	Spectrogram 1	1	84.725248	84.744704	ch1-2018-11-20_10-26-36_0000010.wav
220	Spectrogram 1	1	84.774912	84.795904	ch1-2018-11-20_10-26-36_0000010.wav
221	Spectrogram 1	1	85.71392	85.750784	ch1-2018-11-20_10-26-36_0000010.wav
222	Spectrogram 1	1	86.142976	86.221312	ch1-2018-11-20_10-26-36_0000010.wav
223	Spectrogram 1	1	86.48192	86.511104	ch1-2018-11-20_10-26-36_0000010.wav
224	Spectrogram 1	1	87.202816	87.219712	ch1-2018-11-20_10-26-36_0000010.wav
225	Spectrogram 1	1	87.230976	87.266816	ch1-2018-11-20_10-26-36_0000010.wav
226	Spectrogram 1	1	88.691712	88.724992	ch1-2018-11-20_10-26-36_0000010.wav
227	Spectrogram 1	1	88.776192	88.794624	ch1-2018-11-20_10-26-36_0000010.wav
228	Spectrogram 1	1	89.342976	89.362944	ch1-2018-11-20_10-26-36_0000010.wav
229	Spectrogram 1	1	89.480192	89.490944	ch1-2018-11-20_10-26-36_0000010.wav
230	Spectrogram 1	1	89.547264	89.568256	ch1-2018-11-20_10-26-36_0000010.wav
231	Spectrogram 1	1	89.8176	89.828864	ch1-2018-11-20_10-26-36_0000010.wav
232	Spectrogram 1	1	90.315776	90.362368	ch1-2018-11-20_10-26-36_0000010.wav
233	Spectrogram 1	1	90.766848	90.7776	ch1-2018-11-20_10-26-36_0000010.wav
234	Spectrogram 1	1	90.993152	91.040256	ch1-2018-11-20_10-26-36_0000010.wav
235	Spectrogram 1	1	91.36384	91.428352	ch1-2018-11-20_10-26-36_0000010.wav
236	Spectrogram 1	1	92.197888	92.248576	ch1-2018-11-20_10-26-36_0000010.wav
237	Spectrogram 1	1	92.351488	92.384256	ch1-2018-11-20_10-26-36_0000010.wav
238	Spectrogram 1	1	92.492288	92.511232	ch1-2018-11-20_10-26-36_0000010.wav
239	Spectrogram 1	1	92.514816	92.544512	ch1-2018-11-20_10-26-36_0000010.wav
240	Spectrogram 1	1	92.958208	92.987904	ch1-2018-11-20_10-26-36_0000010.wav
241	Spectrogram 1	1	93.340672	93.357568	ch1-2018-11-20_10-26-36_0000010.wav
242	Spectrogram 1	1	93.474816	93.5424	ch1-2018-11-20_10-26-36_0000010.wav
243	Spectrogram 1	1	93.92896	93.981184	ch1-2018-11-20_10-26-36_0000010.wav
244	Spectrogram 1	1	94.36928	94.419456	ch1-2018-11-20_10-26-36_0000010.wav
245	Spectrogram 1	1	94.535168	94.550016	ch1-2018-11-20_10-26-36_0000010.wav
246	Spectrogram 1	1	94.794752	94.845952	ch1-2018-11-20_10-26-36_0000010.wav
247	Spectrogram 1	1	94.952448	94.966272	ch1-2018-11-20_10-26-36_0000010.wav
248	Spectrogram 1	1	95.104512	95.149568	ch1-2018-11-20_10-26-36_0000010.wav
249	Spectrogram 1	1	95.190016	95.213056	ch1-2018-11-20_10-26-36_0000010.wav
250	Spectrogram 1	1	95.90272	95.964672	ch1-2018-11-20_10-26-36_0000010.wav
251	Spectrogram 1	1	96.571392	96.598528	ch1-2018-11-20_10-26-36_0000010.wav
252	Spectrogram 1	1	96.60416	96.686592	ch1-2018-11-20_10-26-36_0000010.wav
253	Spectrogram 1	1	96.883712	96.893952	ch1-2018-11-20_10-26-36_0000010.wav
254	Spectrogram 1	1	96.898048	96.907776	ch1-2018-11-20_10-26-36_0000010.wav
255	Spectrogram 1	1	97.133568	97.238528	ch1-2018-11-20_10-26-36_0000010.wav
256	Spectrogram 1	1	97.24416	97.286144	ch1-2018-11-20_10-26-36_0000010.wav
257	Spectrogram 1	1	97.460736	97.491968	ch1-2018-11-20_10-26-36_0000010.wav
258	Spectrogram 1	1	97.641472	97.704448	ch1-2018-11-20_10-26-36_0000010.wav
259	Spectrogram 1	1	97.779712	97.804288	ch1-2018-11-20_10-26-36_0000010.wav
260	Spectrogram 1	1	98.17088	98.208256	ch1-2018-11-20_10-26-36_0000010.wav
261	Spectrogram 1	1	98.553856	98.588672	ch1-2018-11-20_10-26-36_0000010.wav
262	Spectrogram 1	1	98.596352	98.620928	ch1-2018-11-20_10-26-36_0000010.wav
263	Spectrogram 1	1	99.007488	99.024384	ch1-2018-11-20_10-26-36_0000010.wav
264	Spectrogram 1	1	99.028992	99.087872	ch1-2018-11-20_10-26-36_0000010.wav
265	Spectrogram 1	1	99.2	99.241472	ch1-2018-11-20_10-26-36_0000010.wav
266	Spectrogram 1	1	99.676672	99.710464	ch1-2018-11-20_10-26-36_0000010.wav
267	Spectrogram 1	1	100.077568	100.132352	ch1-2018-11-20_10-26-36_0000010.wav
268	Spectrogram 1	1	100.224512	100.23424	ch1-2018-11-20_10-26-36_0000010.wav
269	Spectrogram 1	1	100.407296	100.442112	ch1-2018-11-20_10-26-36_0000010.wav
270	Spectrogram 1	1	100.71552	100.76416	ch1-2018-11-20_10-26-36_0000010.wav
271	Spectrogram 1	1	100.919296	100.952576	ch1-2018-11-20_10-26-36_0000010.wav
272	Spectrogram 1	1	101.44768	101.508608	ch1-2018-11-20_10-26-36_0000010.wav
273	Spectrogram 1	1	101.847552	101.873152	ch1-2018-11-20_10-26-36_0000010.wav
274	Spectrogram 1	1	101.970432	101.993984	ch1-2018-11-20_10-26-36_0000010.wav
275	Spectrogram 1	1	102.592	102.6176	ch1-2018-11-20_10-26-36_0000010.wav
276	Spectrogram 1	1	102.851072	102.890496	ch1-2018-11-20_10-26-36_0000010.wav
277	Spectrogram 1	1	103.584768	103.602688	ch1-2018-11-20_10-26-36_0000010.wav
278	Spectrogram 1	1	104.231424	104.256	ch1-2018-11-20_10-26-36_0000010.wav
279	Spectrogram 1	1	104.331264	104.35584	ch1-2018-11-20_10-26-36_0000010.wav
280	Spectrogram 1	1	104.447488	104.530944	ch1-2018-11-20_10-26-36_0000010.wav
281	Spectrogram 1	1	104.551936	104.592896	ch1-2018-11-20_10-26-36_0000010.wav
282	Spectrogram 1	1	104.7168	104.753152	ch1-2018-11-20_10-26-36_0000010.wav
283	Spectrogram 1	1	104.756736	104.7936	ch1-2018-11-20_10-26-36_0000010.wav
284	Spectrogram 1	1	104.868864	104.919552	ch1-2018-11-20_10-26-36_0000010.wav
285	Spectrogram 1	1	104.923136	104.961536	ch1-2018-11-20_10-26-36_0000010.wav
286	Spectrogram 1	1	104.988672	105.065472	ch1-2018-11-20_10-26-36_0000010.wav
287	Spectrogram 1	1	105.07008	105.080832	ch1-2018-11-20_10-26-36_0000010.wav
288	Spectrogram 1	1	105.36448	105.376256	ch1-2018-11-20_10-26-36_0000010.wav
289	Spectrogram 1	1	105.37984	105.414144	ch1-2018-11-20_10-26-36_0000010.wav
290	Spectrogram 1	1	105.485824	105.513984	ch1-2018-11-20_10-26-36_0000010.wav
291	Spectrogram 1	1	105.518592	105.531392	ch1-2018-11-20_10-26-36_0000010.wav
292	Spectrogram 1	1	105.58976	105.613824	ch1-2018-11-20_10-26-36_0000010.wav
293	Spectrogram 1	1	105.632768	105.642496	ch1-2018-11-20_10-26-36_0000010.wav
294	Spectrogram 1	1	105.685504	105.726464	ch1-2018-11-20_10-26-36_0000010.wav
295	Spectrogram 1	1	106.16576	106.194944	ch1-2018-11-20_10-26-36_0000010.wav
296	Spectrogram 1	1	106.269184	106.293248	ch1-2018-11-20_10-26-36_0000010.wav
